school_name,wm_source,wm_category,wm_rank,wm_social_mobility_rank,wm_research_rank,wm_service_rank,wm_grad_rate_8yr,wm_pell_graduates,wm_net_price
St. Thomas Aquinas College,bang4buck,Northeast,292,,,,,,
Anderson University,main,Master's Universities,292,511.0,0.0,0.0304605,0.5784773,-0.2324268,18156.0
Bethany Lutheran College,bang4buck,Midwest,293,,,,,,
Loyola University–Chicago,main,National Universities,293,351.0,43.19,0.0506131,0.7262391,-0.0760853,27866.09
Fort Hays State University (KS)*,main,Master's Universities,293,235.0,0.871,0.1375774,0.5691231,-0.1601752,11191.23
Fairfield University,bang4buck,Northeast,293,,,,,,
East Tennessee State University (TN)*,main,National Universities,294,300.0,18.598,0.0945088,0.5462427,-0.1817947,11411.79
University of Saint Joseph,bang4buck,Northeast,294,,,,,,
Bowling Green State Univ. (OH)*,bang4buck,Midwest,294,,,,,,
Malone University,main,Master's Universities,294,342.0,0.0,0.0504323,0.5963587,-0.1592758,15809.92
MidAmerica Nazarene Univ.,main,Master's Universities,295,285.0,0.0,0.1035046,0.6501912,-0.1613649,27079.83
Stevens Institute of Technology,main,National Universities,295,229.0,47.232,0.0528882,0.8723191,-0.0921993,27661.79
University of Indianapolis,bang4buck,Midwest,295,,,,,,
Husson University,bang4buck,Northeast,295,,,,,,
University of Alaska–Fairbanks (AK)*,main,National Universities,296,255.0,175.924,0.1290212,0.3546899,-0.1446162,7793.254
Southern Oregon University (OR)*,main,Master's Universities,296,244.0,0.4913333,0.0901166,0.5241804,-0.1073604,10529.93
Earlham College,bang4buck,Midwest,296,,,,,,
Sarah Lawrence College,bang4buck,Northeast,296,,,,,,
Univ. of Wisconsin–La Crosse (WI)*,main,National Universities,297,231.0,2.912667,0.0416965,0.6961595,-0.1161726,10850.19
MN State University–Mankato (MN)*,main,Master's Universities,297,305.0,2.376667,0.1830662,0.5503159,-0.1329652,13193.48
Unity College,bang4buck,Northeast,297,,,,,,
University of Cincinnati–Main (OH)*,bang4buck,Midwest,297,,,,,,
University of Alabama (AL)*,main,National Universities,298,366.0,129.3043,0.1200471,0.6956866,-0.1932977,19294.68
Seton Hill University,bang4buck,Northeast,298,,,,,,
Carroll University,bang4buck,Midwest,298,,,,,,
Christopher Newport Univ. (VA)*,main,Master's Universities,298,357.0,2.675333,0.1641109,0.7642546,-0.0830989,18222.29
Western Governors University,main,Master's Universities,299,175.0,0.0,0.0005453,0.5407848,-0.2561613,10194.33
North Dakota State Univ.–Main (ND)*,main,National Universities,299,249.0,164.8663,0.1220612,0.6047741,-0.1302713,13768.82
Neumann University,bang4buck,Northeast,299,,,,,,
Drury University,bang4buck,Midwest,299,,,,,,
Univ. of Pittsburgh–Pittsburgh (PA)*,bang4buck,Northeast,300,,,,,,
Benedictine University,bang4buck,Midwest,300,,,,,,
Quinnipiac University,main,National Universities,300,232.0,0.975,0.0161411,0.7722319,-0.1034315,33160.3
Savannah State University (GA)*,main,Master's Universities,300,176.0,1.832,0.0701362,0.3053936,-0.0353383,9571.107
Univ. of Texas–Permian Basin (TX)*,main,Master's Universities,301,113.0,3.062,0.0786233,0.5084472,-0.0097136,6758.339
Penn State–University Park (PA)*,bang4buck,Northeast,301,,,,,,
Minot State University (ND)*,bang4buck,Midwest,301,,,,,,
Rochester Institute of Tech.,main,National Universities,301,243.0,58.73433,0.0669445,0.7161383,-0.0575987,26347.41
Mississippi State University (MS)*,main,National Universities,302,360.0,286.3487,0.1683583,0.6335588,-0.22517,14172.44
Manchester University,main,Master's Universities,302,314.0,0.285,0.0190788,0.5431094,-0.144428,14398.49
New York Institute of Tech.,bang4buck,Northeast,302,,,,,,
Ctrl. Meth.–Lib. Arts/Sciences,bang4buck,Midwest,302,,,,,,
Baker University,main,National Universities,303,190.0,0.0,0.0592375,0.6051867,-0.0963203,19480.73
PA Western Univ.–Edinboro (PA)*,bang4buck,Northeast,303,,,,,,
Shepherd University (WV)*,main,Master's Universities,303,225.0,0.0,0.1250138,0.513837,-0.1222093,5934.021
Benedictine College,bang4buck,Midwest,303,,,,,,
Montana State University (MT)*,main,National Universities,304,396.0,186.894,0.0455564,0.5632882,-0.1160097,17456.76
South Dakota State University (SD)*,bang4buck,Midwest,304,,,,,,
Pace University–New York,bang4buck,Northeast,304,,,,,,
Saint Xavier University,main,Master's Universities,304,156.0,0.0,0.0,0.601043,-0.1680041,11073.63
Pace University–New York,main,National Universities,305,313.0,3.815,0.1673338,0.6055866,-0.0794773,26475.74
Nazareth College,bang4buck,Northeast,305,,,,,,
Defiance College,bang4buck,Midwest,305,,,,,,
Framingham State University (MA)*,main,Master's Universities,305,367.0,2.516,0.2771185,0.6297519,-0.0889311,14463.89
Lincoln Memorial University,main,National Universities,306,236.0,0.4433333,0.0798343,0.6186568,-0.1554456,14676.8
Merrimack College,bang4buck,Northeast,306,,,,,,
Kenyon College,bang4buck,Midwest,306,,,,,,
Elmhurst University,main,Master's Universities,306,157.0,0.4496667,0.0,0.6903836,-0.063289,18059.61
University of MO–Kansas City (MO)*,bang4buck,Midwest,307,,,,,,
Misericordia University,bang4buck,Northeast,307,,,,,,
Wingate University,main,National Universities,307,254.0,0.0,0.0625841,0.5280547,-0.0906124,17129.87
Indiana University–Southeast (IN)*,main,Master's Universities,307,250.0,0.5653333,0.0254732,0.3929339,-0.1034464,6797.132
Columbia College–Chicago,bang4buck,Midwest,308,,,,,,
SUNY Envir. Science & Forestry (NY)*,bang4buck,Northeast,308,,,,,,
Francis Marion University (SC)*,main,Master's Universities,308,275.0,0.275,0.0,0.4546793,-0.1009535,11490.92
Marian University,main,National Universities,308,390.0,0.0,0.0714361,0.590351,-0.1410648,17604.47
Suffolk University,bang4buck,Northeast,309,,,,,,
Loyola University–Chicago,bang4buck,Midwest,309,,,,,,
Middle Tennessee State Univ. (TN)*,main,National Universities,309,258.0,17.953,0.0684501,0.4984566,-0.1379979,10794.67
College of Our Lady of the Elms,main,Master's Universities,309,234.0,0.0,0.0334973,0.7652373,-0.1977905,19819.34
University of Cincinnati–Main (OH)*,main,National Universities,310,336.0,0.0,0.1969224,0.6902267,-0.1415945,16821.05
Youngstown State University (OH)*,bang4buck,Midwest,310,,,,,,
Shippensburg University of PA (PA)*,bang4buck,Northeast,310,,,,,,
Indiana University–Kokomo (IN)*,main,Master's Universities,310,185.0,0.4713333,0.0276409,0.447196,-0.1421629,4795.106
Chatham University,main,National Universities,311,339.0,0.0,0.1292986,0.6788394,-0.0474772,22358.33
Yeshiva University,bang4buck,Northeast,311,,,,,,
Peru State College (NE)*,bang4buck,Midwest,311,,,,,,
Lock Haven University (PA)*,main,Master's Universities,311,407.0,0.0,0.0,0.5414276,-0.1726704,14501.04
Columbia College,bang4buck,Midwest,312,,,,,,
Wilkes University,bang4buck,Northeast,312,,,,,,
Wayne State College (NE)*,main,Master's Universities,312,413.0,0.0,0.4427724,0.5192638,-0.1703993,12222.7
Bowling Green State Univ. (OH)*,main,National Universities,312,333.0,0.0,0.0100069,0.627551,-0.1878688,15443.04
Colby-Sawyer College,bang4buck,Northeast,313,,,,,,
Seton Hill University,main,Master's Universities,313,428.0,0.0,0.141609,0.6410213,-0.1319913,21101.41
Lamar University (TX)*,main,National Universities,313,277.0,4.788333,0.1317668,0.4161062,-0.1432623,10956.47
Lawrence Technological Univ.,bang4buck,Midwest,313,,,,,,
Yeshiva University,main,National Universities,314,323.0,5.163,0.261303,0.7976239,-0.0950376,27188.63
Champlain College,bang4buck,Northeast,314,,,,,,
University of TN–Martin (TN)*,main,Master's Universities,314,317.0,0.222,0.0741611,0.5051937,-0.189806,9933.891
Luther College,bang4buck,Midwest,314,,,,,,
Doane University,bang4buck,Midwest,315,,,,,,
Seton Hall University,bang4buck,Northeast,315,,,,,,
Gallaudet University,main,National Universities,315,338.0,5.695,0.0,0.576044,-0.2042932,15789.51
Florida Southern College,main,Master's Universities,315,480.0,0.0,0.1028406,0.6442858,-0.0871965,22633.33
Siena Heights University,main,Master's Universities,316,208.0,0.0,0.0,0.6769677,-0.1835336,19761.4
King's College,bang4buck,Northeast,316,,,,,,
Bellevue University,bang4buck,Midwest,316,,,,,,
Tennessee Technological Univ. (TN)*,main,National Universities,316,308.0,15.29,0.201333,0.5924313,-0.1355794,12598.95
Seton Hall University,main,National Universities,317,327.0,5.593,0.070346,0.6970594,-0.1118903,23687.08
Rosemont College,bang4buck,Northeast,317,,,,,,
Indiana University–East (IN)*,main,Master's Universities,317,199.0,0.0,0.0346203,0.4908544,-0.1586711,6632.345
Northwestern College,bang4buck,Midwest,317,,,,,,
Cairn University,bang4buck,Northeast,318,,,,,,
Wittenberg University,bang4buck,Midwest,318,,,,,,
Fairfield University,main,National Universities,318,290.0,1.052,0.1119324,0.8091119,-0.0695395,29542.77
Louisiana College,main,Master's Universities,318,333.0,0.0,0.0,0.3595196,-0.0822853,14246.55
Chatham University,bang4buck,Northeast,319,,,,,,
University of Arkansas (AR)*,main,National Universities,319,342.0,171.47,0.06507,0.6591503,-0.1808504,12929.71
Wright State U.–Lake Campus (OH)*,bang4buck,Midwest,319,,,,,,
Moravian College,main,Master's Universities,319,485.0,0.3166667,0.0413914,0.7000542,-0.1400982,26228.58
Indiana University of PA–Main (PA)*,bang4buck,Northeast,320,,,,,,
Southeast MO State University (MO)*,main,Master's Universities,320,401.0,0.2293333,0.1347722,0.4861479,-0.1604885,11654.52
Southern Methodist University,main,National Universities,320,314.0,47.52833,0.101078,0.799781,-0.0505123,28958.04
Saint Ambrose University,bang4buck,Midwest,320,,,,,,
University of South Dakota (SD)*,bang4buck,Midwest,321,,,,,,
Robert Morris University,main,National Universities,321,280.0,0.3333333,0.1063315,0.61721,-0.0570687,21332.35
Southern Nazarene University,main,Master's Universities,321,354.0,0.0,0.083259,0.5461984,-0.1910274,18295.24
Rivier University,bang4buck,Northeast,321,,,,,,
Concordia University–Nebraska,main,Master's Universities,322,393.0,0.0,0.1349657,0.6224985,-0.1022274,18873.57
Moravian College,bang4buck,Northeast,322,,,,,,
Bethel University,main,National Universities,322,259.0,0.0,0.002988,0.7180765,-0.1277723,21991.98
Lourdes University,bang4buck,Midwest,322,,,,,,
George Fox University,main,National Universities,323,287.0,0.0,0.1107728,0.7177497,-0.1058396,23451.32
Kansas Wesleyan University,bang4buck,Midwest,323,,,,,,
Endicott College,bang4buck,Northeast,323,,,,,,
Centenary University,main,Master's Universities,323,135.0,0.0,0.0,0.6211237,-0.0302256,15779.31
Otterbein University,bang4buck,Midwest,324,,,,,,
Clark University,bang4buck,Northeast,324,,,,,,
Wilmington University,main,National Universities,324,245.0,0.0,0.0895273,0.4440098,-0.1189068,15029.92
Mercyhurst University,main,Master's Universities,324,525.0,0.9193333,0.0558336,0.6427897,-0.1718193,21681.01
Morehead State University (KY)*,main,Master's Universities,325,369.0,2.172333,0.1537227,0.4839654,-0.1911532,9657.543
Mount Aloysius College,bang4buck,Northeast,325,,,,,,
Ohio Wesleyan University,bang4buck,Midwest,325,,,,,,
Widener University,main,National Universities,325,398.0,0.5343333,0.1362212,0.6316186,-0.1445076,26832.6
University of Maine (ME)*,bang4buck,Northeast,326,,,,,,
Anderson University,bang4buck,Midwest,326,,,,,,
Gardner-Webb University,main,National Universities,326,325.0,0.0,0.2171516,0.5673053,-0.1757909,18309.71
Capital University,main,Master's Universities,326,540.0,0.0,0.1450101,0.6166705,-0.2101991,20721.32
St. John's University–New York,main,National Universities,327,240.0,3.271333,0.0632116,0.6500875,-0.0883227,22835.96
Missouri Western State Univ. (MO)*,bang4buck,Midwest,327,,,,,,
Fairleigh Dickinson U.–Metro.,main,Master's Universities,327,145.0,0.0,0.0067957,0.5244794,-0.0512936,10088.03
Nichols College,bang4buck,Northeast,327,,,,,,
Point Park University,bang4buck,Northeast,328,,,,,,
Morningside University,main,Master's Universities,328,460.0,0.0,0.0321689,0.5872223,-0.1524229,21824.18
Rockford University,bang4buck,Midwest,328,,,,,,
Pacific University,main,National Universities,328,369.0,5.553333,0.0265997,0.6863504,-0.0986544,26408.24
Thiel College,bang4buck,Northeast,329,,,,,,
Northwest Nazarene University,main,Master's Universities,329,408.0,0.453,0.0031288,0.6168955,-0.121602,21432.85
Northern State University (SD)*,bang4buck,Midwest,329,,,,,,
Northern Kentucky University (KY)*,main,National Universities,329,329.0,3.328,0.0124608,0.4919513,-0.196674,4056.817
Sage Colleges,main,National Universities,330,241.0,0.0,0.0384911,0.659617,-0.1109759,18342.41
Manhattanville College,main,Master's Universities,330,330.0,0.0,0.0768203,0.6300299,-0.0373306,16895.29
Gwynedd Mercy University,bang4buck,Northeast,330,,,,,,
Heidelberg University,bang4buck,Midwest,330,,,,,,
Saint Ambrose University,main,National Universities,331,359.0,0.0,0.1029149,0.6525658,-0.1515191,21679.89
Gordon College,bang4buck,Northeast,331,,,,,,
University of Findlay,bang4buck,Midwest,331,,,,,,
Spalding University,main,Master's Universities,331,430.0,0.0,0.049105,0.4903426,-0.1066606,21305.14
Harrisburg U. of Science & Tech.,bang4buck,Northeast,332,,,,,,
Central College,bang4buck,Midwest,332,,,,,,
Texas Southern University (TX)*,main,National Universities,332,252.0,10.462,0.0710977,0.3288754,-0.0937535,17958.21
North Park University,main,Master's Universities,332,325.0,0.0,0.0731173,0.5867247,-0.0942634,16946.32
Dominican University,bang4buck,Northeast,333,,,,,,
PA Western Univ.–Edinboro (PA)*,main,Master's Universities,333,445.0,0.0,0.0,0.4581978,-0.1281245,14132.25
Concordia University–Wisconsin,bang4buck,Midwest,333,,,,,,
University of Central Arkansas (AR)*,main,National Universities,333,379.0,3.709667,0.0696918,0.4569555,-0.1886391,14462.71
Touro College,bang4buck,Northeast,334,,,,,,
Carthage College,bang4buck,Midwest,334,,,,,,
Montana Technological Univ. (MT)*,main,Master's Universities,334,392.0,14.036,0.0226356,0.5866884,-0.1276042,13628.4
University of LA–Monroe (LA)*,main,National Universities,334,288.0,2.562667,0.1471233,0.5114179,-0.1526766,10165.51
University of Indianapolis,main,National Universities,335,334.0,0.0,0.0449433,0.5668879,-0.1748137,17556.31
Bryn Athyn College,bang4buck,Northeast,335,,,,,,
Shawnee State University (OH)*,bang4buck,Midwest,335,,,,,,
Metropolitan State U. Denver (CO)*,main,Master's Universities,335,383.0,0.526,0.0902049,0.3653035,-0.0490337,13242.61
Univ. of MD Eastern Shore (MD)*,main,National Universities,336,208.0,8.667334,0.0,0.4403491,-0.0602531,11006.5
Black Hills State University (SD)*,bang4buck,Midwest,336,,,,,,
Emporia State University (KS)*,main,Master's Universities,336,409.0,0.5633333,0.0314872,0.5032945,-0.1378562,12933.86
Mercyhurst University,bang4buck,Northeast,336,,,,,,
Paul Smith's College (NY)^^,bang4buck,Northeast,337,,,,,,
Marian University,main,Master's Universities,337,312.0,0.0,0.0597669,0.5689343,-0.0983049,20698.28
Evangel University,bang4buck,Midwest,337,,,,,,
Bellarmine University,main,National Universities,337,376.0,0.0,0.0255929,0.6656048,-0.1750267,20336.35
Wartburg College,bang4buck,Midwest,338,,,,,,
Lasell University,bang4buck,Northeast,338,,,,,,
Western Kentucky University (KY)*,main,National Universities,338,386.0,7.635,0.1128279,0.5065254,-0.2140869,12127.17
Grand View University,main,Master's Universities,338,340.0,0.0,0.0922884,0.6197613,-0.1281863,24619.71
Baker College,bang4buck,Midwest,339,,,,,,
Seattle Pacific University,main,National Universities,339,355.0,0.6893333,0.0453352,0.6710371,-0.1608349,20813.43
Franklin Pierce University,bang4buck,Northeast,339,,,,,,
Henderson State University (AR)*,main,Master's Universities,339,489.0,0.0,0.1316752,0.3826283,-0.1580661,15868.03
University of Valley Forge,bang4buck,Northeast,340,,,,,,
Texas A&M–Corpus Christi (TX)*,main,National Universities,340,352.0,32.93267,0.2297038,0.4496129,-0.0419759,17621.03
NW Missouri State University (MO)*,main,Master's Universities,340,423.0,0.22,0.0891442,0.5268446,-0.1745893,11109.52
Crown College,bang4buck,Midwest,340,,,,,,
Southern NH University,bang4buck,Northeast,341,,,,,,
Bryan College,main,Master's Universities,341,335.0,0.0,0.1307273,0.4686355,-0.1267529,13708.36
University of Texas–Dallas (TX)*,main,National Universities,341,244.0,128.6437,0.0432313,0.7008597,-0.0170646,12535.82
University of Jamestown,bang4buck,Midwest,341,,,,,,
Wilson College,bang4buck,Northeast,342,,,,,,
Eastern University,main,Master's Universities,342,360.0,0.0,0.0883106,0.6007109,-0.1120945,21870.53
Valparaiso University,bang4buck,Midwest,342,,,,,,
Walsh University,main,National Universities,342,267.0,0.0,0.0928148,0.5997779,-0.1359403,14693.75
Wright State University–Main (OH)*,bang4buck,Midwest,343,,,,,,
Chadron State College (NE)*,main,Master's Universities,343,358.0,0.0,0.270014,0.4328742,-0.0761183,13446.29
Emmanuel College,bang4buck,Northeast,343,,,,,,
Augusta University (GA)*,main,National Universities,343,348.0,115.918,0.1985325,0.5008566,-0.1069608,12219.29
University of Southern Indiana (IN)*,main,Master's Universities,344,410.0,0.1536667,0.1009361,0.5113784,-0.147451,10572.84
CO Technical Univ. (CO)°,main,National Universities,344,201.0,0.0,0.018546,0.2112257,-0.0549315,16907.16
Saint Anselm College,bang4buck,Northeast,344,,,,,,
Concordia College–Moorhead,bang4buck,Midwest,344,,,,,,
Roosevelt University,bang4buck,Midwest,345,,,,,,
Mitchell College,bang4buck,Northeast,345,,,,,,
Trevecca Nazarene University,main,National Universities,345,303.0,0.0,0.0469578,0.5313175,-0.0665639,12758.05
Murray State University (KY)*,main,Master's Universities,345,336.0,3.411333,0.0830285,0.5683582,-0.1780894,9615.612
University of Bridgeport,bang4buck,Northeast,346,,,,,,
Mount Marty University,bang4buck,Midwest,346,,,,,,
Campbell University,main,National Universities,346,404.0,0.0,0.1324089,0.4763648,-0.1702567,20152.92
Concordia University–Chicago,main,Master's Universities,346,313.0,0.0,0.1927388,0.5472252,-0.07562,16348.05
Thomas College,bang4buck,Northeast,347,,,,,,
University of South Alabama (AL)*,main,National Universities,347,321.0,47.401,0.0045127,0.481706,-0.0881185,13860.65
Capital University,bang4buck,Midwest,347,,,,,,
CUNY York College (NY)*,main,Master's Universities,347,166.0,1.578667,0.0,0.3977645,0.0352641,4068.903
Friends University,main,Master's Universities,348,415.0,0.0,0.2285278,0.5067931,-0.1247758,18484.49
Houghton College,bang4buck,Northeast,348,,,,,,
Boise State University (ID)*,main,National Universities,348,368.0,45.663,0.0292369,0.5486997,-0.1529191,14617.22
Avila University,main,Master's Universities,349,195.0,0.0,0.0928069,0.5615632,-0.0986693,15434.09
Lake Erie College,bang4buck,Midwest,349,,,,,,
Delaware Valley University,bang4buck,Northeast,349,,,,,,
Belmont University,main,National Universities,349,337.0,0.0,0.0797044,0.718433,-0.1079485,22612.71
Northland College,bang4buck,Midwest,350,,,,,,
Roger Williams University,bang4buck,Northeast,350,,,,,,
University of SC–Aiken (SC)*,main,Master's Universities,350,324.0,2.409,0.0721547,0.4365854,-0.0618562,10284.78
Misericordia University,main,National Universities,350,316.0,0.0,0.1267922,0.6477303,-0.1321527,24468.87
Park University,bang4buck,Midwest,351,,,,,,
SUNY Empire State College (NY)*,main,Master's Universities,351,190.0,0.0826667,0.014895,0.4725624,-0.1181862,10259.98
University of New Haven,bang4buck,Northeast,351,,,,,,
Texas Christian University,main,National Universities,351,350.0,16.33833,0.0138125,0.8086309,-0.0739423,27986.2
University of Mary,main,National Universities,352,320.0,0.0,0.1004035,0.5570533,-0.1558106,15733.08
Missouri Valley College,bang4buck,Midwest,352,,,,,,
McKendree University,main,Master's Universities,352,381.0,0.0,0.1622647,0.5721385,-0.1345638,20330.38
Lesley University,bang4buck,Northeast,352,,,,,,
William Woods University,bang4buck,Midwest,353,,,,,,
Widener University,bang4buck,Northeast,353,,,,,,
Husson University,main,National Universities,353,292.0,0.0,0.0602751,0.5762773,-0.1558358,15368.28
Univ. of AR–Grantham,main,Master's Universities,353,103.0,0.0,0.0,0.2087604,-0.2866015,9328.645
Creighton University,bang4buck,Midwest,354,,,,,,
Vaughn Coll. of Aero. & Tech.,bang4buck,Northeast,354,,,,,,
Bemidji State University (MN)*,main,Master's Universities,354,260.0,0.0,0.0336817,0.5320077,-0.1263549,12172.36
Univ. of CO–Colorado Springs (CO)*,main,National Universities,354,347.0,6.218667,0.1227516,0.4885756,-0.091397,12884.88
Muskingum University,main,Master's Universities,355,289.0,0.0,0.0,0.5561275,-0.1070826,16403.74
Indiana University of PA–Main (PA)*,main,National Universities,355,340.0,6.341333,0.0297044,0.5691082,-0.233115,17832.04
University of Toledo (OH)*,bang4buck,Midwest,355,,,,,,
Western New England Univ.,bang4buck,Northeast,355,,,,,,
Jacksonville University,main,Master's Universities,356,507.0,0.3603333,0.2110564,0.5271097,-0.1419324,23063.67
Briar Cliff University,main,National Universities,356,306.0,0.0,0.07206,0.5304351,-0.1006347,19648.33
Mount St. Joseph University,bang4buck,Midwest,356,,,,,,
Capitol Technology University,bang4buck,Northeast,356,,,,,,
E. Stroudsburg University of PA (PA)*,main,Master's Universities,357,327.0,1.215667,0.0323083,0.5351146,-0.1528729,16737.3
Curry College,bang4buck,Northeast,357,,,,,,
Clark Atlanta University,main,National Universities,357,331.0,8.711667,0.002243,0.4515137,-0.0663647,33739.97
Davenport University,bang4buck,Midwest,357,,,,,,
Concordia University–Ann Arbor,bang4buck,Midwest,358,,,,,,
Oklahoma Christian University,main,Master's Universities,358,466.0,0.0,0.2225232,0.559088,-0.1119806,15544.93
Wright State University–Main (OH)*,main,National Universities,358,383.0,0.0,0.0850592,0.4643946,-0.2043141,13736.42
DeSales University,bang4buck,Northeast,358,,,,,,
University of St. Francis,main,National Universities,359,309.0,0.0,0.0325637,0.6711794,-0.2037028,14488.13
Alvernia University,bang4buck,Northeast,359,,,,,,
Dakota State University (SD)*,bang4buck,Midwest,359,,,,,,
University of Providence,main,Master's Universities,359,427.0,0.0,0.0854338,0.5624737,-0.0521074,22317.63
Midland University,bang4buck,Midwest,360,,,,,,
Long Island University,bang4buck,Northeast,360,,,,,,
Keuka College,main,Master's Universities,360,375.0,0.0,0.0504366,0.633718,-0.2146947,23825.76
University of Phoenix–Phoenix (AZ)°,main,National Universities,360,226.0,0.0,0.0,0.261024,0.0144997,12948.5
Missouri Baptist University,bang4buck,Midwest,361,,,,,,
Eastern Nazarene College,bang4buck,Northeast,361,,,,,,
South Dakota State University (SD)*,main,National Universities,361,346.0,57.357,0.1177838,0.5473276,-0.1228812,15906.03
Huntington University,main,Master's Universities,361,264.0,0.0,0.0699982,0.6289795,-0.1199507,15538.82
Saint Joseph's College of Maine,bang4buck,Northeast,362,,,,,,
South Univ./Savannah Online,main,National Universities,362,357.0,0.0,0.1912444,0.1438949,-0.0213388,23268.0
Ohio Dominican University,main,Master's Universities,362,469.0,0.0,0.1540034,0.4879636,-0.1172754,19680.71
Xavier University,bang4buck,Midwest,362,,,,,,
Baylor University,main,National Universities,363,408.0,51.52934,0.0346167,0.7804521,-0.1049471,28987.43
Montserrat College of Art,bang4buck,Northeast,363,,,,,,
Tusculum College,main,Master's Universities,363,398.0,0.0,0.111528,0.379509,-0.1033094,15539.43
DeVry University–Columbus (GA)°,bang4buck,Midwest,363,,,,,,
Regis College,bang4buck,Northeast,364,,,,,,
Texas A&M–Kingsville (TX)*,main,National Universities,364,250.0,23.258,0.0277488,0.5061259,-0.0953566,10330.42
University of Saint Mary,main,Master's Universities,364,394.0,0.0,0.1018945,0.5790961,-0.1207907,21026.39
Andrews University,bang4buck,Midwest,364,,,,,,
Springfield College,bang4buck,Northeast,365,,,,,,
Westminster College,bang4buck,Midwest,365,,,,,,
Auburn Univ.–Montgomery (AL)*,main,Master's Universities,365,302.0,0.484,0.108836,0.376522,-0.0825478,12685.92
University of Tulsa,main,National Universities,365,378.0,17.79667,0.1215752,0.7128993,-0.1161053,22754.42
Johnson & Wales U.–Providence,bang4buck,Northeast,366,,,,,,
DeVry University–Chicago (IL)°,bang4buck,Midwest,366,,,,,,
Springfield College,main,National Universities,366,418.0,0.0,0.0930763,0.7377398,-0.1462843,20903.52
North Central College,main,Master's Universities,366,419.0,0.0,0.0484402,0.691679,-0.0807674,21485.49
La Sierra University,main,Master's Universities,367,482.0,1.803333,0.0446893,0.464554,-0.0262693,20941.39
Loyola University–New Orleans,main,National Universities,367,318.0,0.575,0.018391,0.6086978,-0.0776827,17855.83
Ohio Christian University,bang4buck,Midwest,367,,,,,,
New School,bang4buck,Northeast,367,,,,,,
University of Central Missouri (MO)*,main,Master's Universities,368,321.0,0.5126666,0.0562584,0.5543532,-0.1673667,12266.03
East-West University,bang4buck,Midwest,368,,,,,,
Marymount Manhattan College,bang4buck,Northeast,368,,,,,,
Creighton University,main,National Universities,368,395.0,23.733,0.0823637,0.7432343,-0.0979616,25434.83
Sacred Heart University,bang4buck,Northeast,369,,,,,,
Brenau University,main,National Universities,369,297.0,0.0,0.0322259,0.439701,-0.1673694,23164.55
University of Akron–Main (OH)*,bang4buck,Midwest,369,,,,,,
Albertus Magnus College,main,Master's Universities,369,174.0,0.0,0.0803483,0.6314688,-0.1109716,25888.22
Queens University of Charlotte,main,Master's Universities,370,555.0,0.0,0.0467383,0.5511402,-0.1618084,23883.21
University of MO–Kansas City (MO)*,main,National Universities,370,349.0,40.956,0.0567717,0.5494595,-0.1656137,12020.6
Tiffin University,bang4buck,Midwest,370,,,,,,
University of New England,bang4buck,Northeast,370,,,,,,
University of South Dakota (SD)*,main,National Universities,371,364.0,29.046,0.1159162,0.5363224,-0.1804237,17213.45
Indiana Inst. of Technology,bang4buck,Midwest,371,,,,,,
Shippensburg University of PA (PA)*,main,Master's Universities,371,458.0,0.068,0.0629573,0.5665074,-0.1737983,19165.43
University of Hartford,bang4buck,Northeast,371,,,,,,
Capella University (MN)°,bang4buck,Midwest,372,,,,,,
Hofstra University,bang4buck,Northeast,372,,,,,,
University of North Georgia (GA)*,main,Master's Universities,372,380.0,1.684667,0.0908264,0.3939868,-0.0739649,9312.082
Howard University,main,National Universities,372,401.0,54.97967,0.0249297,0.6195425,-0.0695267,42685.13
Arkansas Tech University (AR)*,main,Master's Universities,373,379.0,0.8426667,0.15396,0.4824517,-0.1757047,11843.8
University of LA–Lafayette (LA)*,main,National Universities,373,330.0,183.557,0.0266818,0.5354597,-0.1755655,11587.07
School of Visual Arts,bang4buck,Northeast,373,,,,,,
Mercy College,main,Master's Universities,374,231.0,0.0,0.0404081,0.5286388,-0.0767641,13315.74
Nova Southeastern University,main,National Universities,374,384.0,27.24567,0.0267648,0.5683586,-0.0811016,24502.34
Dean College,bang4buck,Northeast,374,,,,,,
New England College,bang4buck,Northeast,375,,,,,,
Mid-America Christian Univ.,main,Master's Universities,375,162.0,0.0,0.083161,0.3694856,-0.068065,17565.65
University of Toledo (OH)*,main,National Universities,375,405.0,57.30767,0.0686286,0.5013171,-0.2149427,14665.02
Berklee College of Music,bang4buck,Northeast,376,,,,,,
Gwynedd Mercy University,main,National Universities,376,367.0,0.0,0.067168,0.6315841,-0.1912529,23061.14
Northwestern State Univ. of LA (LA)*,main,Master's Universities,376,230.0,1.817,0.0283064,0.4413312,-0.1082568,13846.22
Our Lady of the Lake San Antonio,main,National Universities,377,381.0,0.0,0.06728,0.4656743,-0.0781262,18038.45
University of Mount Olive,main,Master's Universities,377,262.0,0.0,0.0,0.4986061,-0.1457217,15472.85
Missouri Southern State Univ. (MO)*,main,Master's Universities,378,309.0,0.0,0.1968117,0.4007235,-0.1631605,8696.229
Univ. of Mary Hardin–Baylor,main,National Universities,378,393.0,0.0,0.1123352,0.5149425,-0.1482525,27000.71
Lesley University,main,National Universities,379,397.0,0.0,0.0209551,0.6254059,-0.0720246,28360.64
Walla Walla University,main,Master's Universities,379,457.0,0.0,0.0169726,0.6414793,-0.1859519,19154.5
